name,mass,mass_error,star_luminosity,star_luminosity_error,temp_eq,temp_eq_error,semi_major_axis,semi_major_axis_error,star_mass,star_mass_error,star_radius,star_radius_error,star_teff,star_teff_error,radius,radius_error
HAT-P-54 b,241.54958901195283,10.170509011029594,0.12685811649756037,0.007872634155488164,820.0645869918741,13.436296792273469,0.04117,0.00043,0.645,0.02,0.617,0.013,4390.0,50.0,10.581277810006114,0.31385146046628304
HAT-P-55 b,184.97613263810072,17.79839076930179,1.0435147494084014,0.0825471867020066,1315.6093955920996,27.412426632991817,0.04604,0.00056,1.013,0.037,1.011,0.036,5808.0,50.0,13.24901522396952,0.6164939402016274
HAT-P-56 b,734.1836192336988,139.84449890165692,3.6035290960029545,0.5503602772541163,1881.0982802381304,73.91423738418845,0.0423,0.00039,1.42,0.33,1.47,0.11,6566.0,50.0,16.925560903717408,1.2329878804032548
HAT-P-57 Ab,587.9825522001483,293.9912761000742,6.387301573346721,0.9521627007196418,2198.250466304266,87.16845135748487,0.0406,0.0011,1.47,0.12,1.5,0.05,7500.0,250.0,15.838289772816356,0.6052849594706887
HAT-P-58 b,118.23216725321902,9.534852197840243,2.598869113496204,0.14498855304771047,1584.0640441116925,23.193503904590223,0.04994,0.00044,1.031,0.028,1.53,0.034,5931.0,50.0,14.930362333610324,0.4819861714303632
HAT-P-59 b,489.4557461557992,21.294503241843213,1.1283836196888841,0.0191835789583197,1276.2244488416234,7.154068769978475,0.05064,0.00037,1.0,0.022,1.1,0.007,5678.0,16.0,12.587685360844139,0.14571674950220284
HAT-P-5 b,336.8981109903553,34.96112472541423,1.463510417990887,0.09986154948047336,1517.3401063458346,29.491980937591308,0.04079,0.00076,1.163,0.065,1.137,0.007,5960.0,100.0,14.033643875135228,0.560449036546934
HAT-P-60 b,182.43350538534332,12.077479450597641,6.4487531353689045,0.17518068282873855,1786.51760174499,19.35709780957064,0.06277,0.00017,1.435,0.012,2.197,0.0235,6212.0,26.0,18.281847572160988,0.2690155375425283
HAT-P-62 b,241.86741741854752,27.96889978033138,1.2330666962392511,0.05391019317823022,1513.6213188731035,17.336238975494975,0.03772,0.00024,1.023,0.02,1.17,0.016,5629.0,48.0,12.027236324297204,0.32506044119722177
HAT-P-63 b,195.14664164913032,7.627881758272195,0.7120476434773401,0.028471672358926624,1235.8511196626162,13.361776941598604,0.04294,0.00035,0.925,0.023,0.9661,0.0095,5400.0,47.0,12.542849437920383,0.3698963641209765
